timestamp,policy,n_folds,cv_mean,cv_std,cv_min,cv_max,cv_range,cv_cv_pct
2026-04-21T15:39:01,Trajectory nsamples=50 x1.0,4,4284.3,1117.4872348264207,3417.0,5917.2,2500.2,26.083309638130398
2026-04-22T08:33:25,cap2_8f_TUNED_a0.75_m1.0,8,4290.225,1509.1051291127087,3029.8,7149.8,4120.0,35.17543087163747
2026-04-22T08:31:01,cap2_8f_TUNED_a0.7_m1.0,8,4295.95,1531.2360413357944,3074.6,7167.6,4093.0000000000005,35.64371189924916
2026-04-22T08:50:46,cap2_a0.65_r5_m1.1,8,4305.025,1589.623838477878,3176.2,7375.8,4199.6,36.92484569724632
2026-04-21T21:20:31,cap2_8f_a0.70_m1.0,8,4318.674999999999,1592.5501954412614,3155.2,7435.0,4279.8,36.87589817342731
2026-04-22T09:09:16,cap2_a0.65_zero_bin_intermittent_m1.15,8,4322.45,1606.6801539643343,3154.6,7496.0,4341.4,37.17058968789308
2026-04-21T21:21:19,cap2_8f_a0.75_m1.0,8,4322.775,1559.7453947451077,3189.0,7374.6,4185.6,36.08203977179261
2026-04-22T09:10:04,cap2_a0.65_zero_bin_intermittent_m1.2,8,4323.275,1603.9975950730102,3177.2,7491.6,4314.400000000001,37.101447284130906
2026-04-22T09:08:27,cap2_a0.65_zero_bin_intermittent_m1.1,8,4326.95,1610.536374716732,3155.8,7496.0,4340.2,37.22105350689821
2026-04-22T08:28:21,cap2_8f_TUNED_a0.65_m1.0,8,4327.7,1544.5964761987884,3128.0,7210.8,4082.8,35.6909322780874
2026-04-22T08:32:39,cap2_8f_TUNED_a0.75_m0.95,8,4329.275,1544.9053967800098,3075.4,7243.8,4168.4,35.68508345577516
2026-04-22T09:07:36,cap2_a0.65_zero_bin_intermittent_m1.05,8,4331.35,1615.6883353985254,3149.4,7502.0,4352.6,37.30218835694472
2026-04-21T21:19:44,cap2_8f_a0.65_m1.0,8,4339.375,1617.6266581013062,3155.8,7508.8,4353.0,37.27787200003011
2026-04-22T09:06:44,cap2_a0.65_zero_bin_intermittent_m1.0,8,4339.375,1617.6266581013062,3155.8,7508.8,4353.0,37.27787200003011
2026-04-22T09:13:47,cap2_a0.65_zero_bin_smooth_m1.0,8,4339.375,1617.6266581013062,3155.8,7508.8,4353.0,37.27787200003011
2026-04-22T08:50:00,cap2_a0.65_r5_m1.0,8,4339.375,1617.6266581013062,3155.8,7508.8,4353.0,37.27787200003011
2026-04-22T08:30:15,cap2_8f_TUNED_a0.7_m0.95,8,4352.425,1563.0037105796373,3137.8,7281.0,4143.2,35.91110037690798
2026-04-21T21:18:57,cap2_8f_a0.625_m1.0,8,4361.675,1627.768761877085,3159.4,7553.6,4394.200000000001,37.319808602820814
2026-04-22T09:27:47,oe_B_avg3,8,4363.525000000001,1683.6026607503668,3138.6,7731.8,4593.200000000001,38.583545659767424
2026-04-21T15:50:47,CumQuantile cov=2 alpha=0.7 x1.0,4,4374.500000000001,585.1150200316744,3606.2,4956.0,1349.8000000000002,13.375586239151312
2026-04-22T09:29:19,oe_C_lohi,8,4375.6,1613.4270889719717,3176.4,7529.2,4352.799999999999,36.873276555717425
2026-04-21T15:38:24,Trajectory nsamples=20 x1.0,4,4376.0,1164.6804196860182,3471.8,6083.0,2611.2,26.615183265219795
2026-04-22T09:12:59,cap2_a0.65_zero_bin_smooth_m0.95,8,4377.674999999999,1647.5339630143333,3186.8,7641.6,4454.8,37.634908096520036
2026-04-22T08:27:36,cap2_8f_TUNED_a0.6_m1.0,8,4380.225,1557.035892558128,3213.4,7269.6,4056.2000000000003,35.54693862890896
2026-04-22T08:49:03,cap2_a0.65_r5_m0.9,8,4389.450000000001,1647.1433617890443,3153.2,7667.4,4514.2,37.52505124307246
2026-04-21T21:18:09,cap2_8f_a0.60_m1.0,8,4390.875,1635.1906797941683,3188.8,7601.2,4412.4,37.240656584260954
2026-04-21T14:59:43,Per-SKU [volume] x1.00,4,4392.75,400.6463569450411,4055.2,4954.4,899.1999999999998,9.12062732787072
2026-04-21T14:48:17,ML Point cov=3,4,4396.45,417.06090282675336,4158.8,5020.8,862.0,9.486310610304983
2026-04-22T09:12:10,cap2_a0.65_zero_bin_smooth_m0.9,8,4438.825,1683.8249363958748,3249.6,7807.6,4558.0,37.934023900376225
2026-04-21T15:02:41,NegBinom cov=2 alpha=0.833,4,4443.45,260.68097360567003,4200.6,4798.6,598.0,5.866634565611632
2026-04-22T08:48:13,cap2_a0.65_r5_m0.8,8,4448.35,1678.2214931289614,3160.6,7837.6,4677.0,37.72683114253512
2026-04-21T15:02:26,NegBinom cov=2 alpha=0.6,4,4458.25,334.6207953290809,4212.8,4922.8,710.0,7.505653458847775
2026-04-21T21:17:18,cap2_8f_a0.55_m1.0,8,4467.7,1656.2888774951928,3265.4,7736.0,4470.6,37.07251779428325
2026-04-22T09:11:22,cap2_a0.65_zero_bin_smooth_m0.85,8,4521.925,1735.0588164176372,3311.2,8038.2,4727.0,38.369915830484516
2026-04-22T08:47:13,cap2_a0.65_r5_m0.7,8,4522.85,1712.3003466515029,3178.6,8033.2,4854.6,37.85887983575628
2026-04-21T15:30:28,RMSE-safety k=0.75 cov=2 x1.0,4,4570.400000000001,1028.0346557063792,3631.6,5942.8,2311.2000000000003,22.493319090372378
2026-04-21T14:48:36,ML Point cov=3 x1.05,4,4601.6,404.8001646903484,4375.0,5207.4,832.3999999999996,8.796943773694984
2026-04-21T15:51:14,CumQuantile cov=2 alpha=0.75 x1.0,4,4615.85,721.2351696915507,3637.8,5256.0,1618.1999999999998,15.625186470347838
2026-04-21T14:59:58,Per-SKU [volume] x1.10,4,4682.75,390.58709229398073,4343.0,5225.0,882.0,8.340976825454717
2026-04-21T14:49:16,ML Point cov=3 +1u,4,4720.950000000001,375.4885306725983,4467.4,5279.0,811.6000000000004,7.9536646368336505
2026-04-21T15:02:48,NegBinom cov=3 alpha=0.5,4,4790.55,356.2735419122036,4462.2,5287.0,824.8000000000002,7.4370070641618105
2026-04-21T14:48:45,ML Point cov=3 x1.10,4,4816.6,391.46092184703866,4598.4,5403.2,804.8000000000002,8.127328859507509
2026-04-21T20:29:48,Ensemble [and_hierarchical_features],8,4818.325000000001,2090.8429084599215,3335.6,9371.0,6035.4,43.39356329139112
2026-04-21T20:29:14,Ensemble [current_champion_scalingandcluster],8,4819.375,2091.2801914821734,3367.4,9258.2,5890.800000000001,43.39318254923457
2026-04-21T20:15:20,Ensemble [champion_cluster_8],8,4819.375,2091.2801914821734,3367.4,9258.2,5890.800000000001,43.39318254923457
2026-04-21T20:14:35,Ensemble [champion_cluster_4],8,4823.65,2096.558264666846,3362.8,9291.8,5928.999999999999,43.46414571262107
2026-04-21T19:43:38,Ensemble [champion_and_intermittency],8,4826.599999999999,2118.913710910785,3349.6,9379.8,6030.199999999999,43.900752308266384
2026-04-21T20:09:02,Ensemble [champion_scaling],8,4827.35,2097.044856118111,3362.8,9297.4,5934.599999999999,43.440911807060004
2026-04-21T19:10:08,Ensemble [localstandardscaler_current_champion],8,4827.35,2097.044856118111,3362.8,9297.4,5934.599999999999,43.440911807060004
2026-04-21T19:03:10,Ensemble [champion_scaling_only],8,4827.35,2097.044856118111,3362.8,9297.4,5934.599999999999,43.440911807060004
2026-04-21T17:29:28,Ensemble [scaling_8_fold],8,4827.35,2097.044856118111,3362.8,9297.4,5934.599999999999,43.440911807060004
2026-04-21T17:29:01,Ensemble [baseline_8_fold],8,4829.0,2146.615190746319,3451.8,9542.8,6090.999999999999,44.452582123551856
2026-04-21T19:03:39,Ensemble [scaling_and_recency_0p5],8,4830.375,2096.259328116225,3375.0,9300.6,5925.6,43.39744487987423
2026-04-21T20:15:59,Ensemble [champion_cluster_12],8,4831.3,2102.9073615897996,3371.2,9314.6,5943.400000000001,43.52673941982074
2026-04-21T19:10:39,Ensemble [annualdivisorscaler_paper_53_wk],8,4834.35,2066.875211521005,3416.6,9229.4,5812.799999999999,42.753942340149244
2026-04-21T19:33:41,Ensemble [champion_and_categorical],8,4834.625000000001,2121.0084809893083,3389.8,9393.2,6003.400000000001,43.871209886791796
2026-04-21T19:04:04,Ensemble [scaling_and_recency_0p7],8,4834.849999999999,2108.2781674695043,3371.0,9339.8,5968.799999999999,43.60586507274278
2026-04-21T19:59:12,Ensemble [champion_and_stats_0p10],8,4837.424999999999,2085.660973511412,3486.0,9318.0,5832.0,43.1151071801922
2026-04-21T15:00:12,Per-SKU [syntetos] x1.00,4,4850.9,402.41704735261914,4424.4,5325.0,900.6000000000004,8.295719296473214
2026-04-21T15:02:57,NegBinom cov=3 alpha=0.6,4,4853.75,324.76425809090097,4530.0,5301.0,771.0,6.690996818766953
2026-04-21T19:05:40,Ensemble [scaling_and_ext_feat_and_recency_0p5],8,4857.725,2108.8764075077647,3361.2,9349.8,5988.599999999999,43.412840527361354
2026-04-21T19:04:44,Ensemble [scaling_and_ext_feat_ewmandmore_std],8,4864.0,2111.860812513119,3360.4,9368.6,6008.200000000001,43.41819104673353
2026-04-21T20:00:51,Ensemble [champion_and_stats_0p20],8,4865.275000000001,2055.639345626006,3605.6,9344.0,5738.4,42.25124675637052
2026-04-21T15:02:17,NegBinom cov=2 alpha=0.5,4,4892.0,328.736895809805,4613.2,5337.2,724.0,6.719887485891353
2026-04-21T20:02:36,Ensemble [champion_and_stats_0p30],8,4910.9,2024.1604284245852,3637.8,9370.2,5732.400000000001,41.21770812732056
2026-04-21T15:00:27,Per-SKU [syntetos] x1.10,4,4918.2,419.9362173790999,4467.0,5413.0,946.0,8.538412780673822
2026-04-21T15:31:12,RMSE-safety k=1.0 cov=2 x1.0,4,5185.450000000001,1505.724342855181,3852.0,7271.2,3419.2,29.037486483433085
2026-04-21T14:49:26,ML Point cov=3 +2u,4,5203.35,345.57783011452983,4907.2,5702.6,795.4000000000005,6.6414488764839925
2026-04-21T15:03:04,NegBinom cov=3 alpha=0.7,4,5234.700000000001,279.1215505832539,4943.2,5615.2,672.0,5.332140343921407
2026-04-21T14:50:56,ML Point cov=1 x1.20,4,5241.700000000001,207.29634182332637,5008.2,5438.6,430.40000000000055,3.954754026810507
2026-04-21T14:48:54,ML Point cov=3 x1.20,4,5279.6,388.5817631678906,5068.6,5862.2,793.5999999999995,7.360060670654795
2026-04-21T15:52:01,CumQuantile cov=3 alpha=0.55 x1.0,4,5295.700000000001,811.737502726918,4102.8,5889.8,1787.0,15.328238055911738
2026-04-21T15:51:37,CumQuantile cov=2 alpha=0.833 x1.0,4,5423.5,1050.3857640568694,3871.2,6078.2,2207.0,19.367304582960625
2026-04-21T14:50:45,ML Point cov=1 x1.10,4,5551.549999999999,225.79887067919546,5318.4,5779.2,460.8000000000002,4.067312204324837
2026-04-21T14:49:40,ML Point cov=3 +3u,4,5772.55,330.69250067094066,5450.8,6235.6,784.8000000000002,5.7287074286223705
2026-04-21T14:49:05,ML Point cov=3 x1.30,4,5788.5,387.577553529613,5534.0,6366.0,832.0,6.695647465312482
2026-04-21T14:50:33,ML Point cov=1,4,5846.9,242.070981325726,5610.6,6081.6,471.0,4.140159423382066
2026-04-21T15:52:26,CumQuantile cov=3 alpha=0.65 x1.0,4,5928.200000000001,855.729006948656,4669.8,6520.0,1850.1999999999998,14.434887604140478
2026-04-21T14:48:27,ML Point cov=4,4,6027.1,426.0395130344916,5668.0,6616.8,948.8000000000002,7.06873144687315
